u,v,veh,avg_wait,edge_color
21,14,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
21,15,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
21,16,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
21,17,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
21,18,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
21,19,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
21,20,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
21,22,{1: {'1': 9.052631578947368}},3.313953488372093,#00B300
21,23,{1: {'1': 9.052631578947368}},3.313953488372093,#00B300
21,24,{1: {'1': 9.052631578947368}},3.313953488372093,#00B300
21,25,{1: {'1': 9.052631578947368}},3.313953488372093,#00B300
21,26,{1: {'1': 9.052631578947368}},3.313953488372093,#00B300
22,1,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
22,0,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
22,2,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
22,3,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
22,4,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
22,5,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
22,6,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
22,7,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
22,8,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
22,9,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
22,10,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
22,11,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
22,12,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
22,13,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
22,14,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
22,15,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
22,16,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
22,17,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
22,18,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
22,19,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
22,20,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
22,21,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
22,23,{1: {'1': 9.105263157894736}},3.294797687861272,#00B300
22,24,{1: {'1': 9.105263157894736}},3.294797687861272,#00B300
22,25,{1: {'1': 9.105263157894736}},3.294797687861272,#00B300
22,26,{1: {'1': 9.105263157894736}},3.294797687861272,#00B300
23,1,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
23,0,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
23,2,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
23,3,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
23,4,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
23,5,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
23,6,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
23,7,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
23,8,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
23,9,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
23,10,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
23,11,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
23,12,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
23,13,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
23,14,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
23,15,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
23,16,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
23,17,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
23,18,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
23,19,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
23,20,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
23,21,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
23,22,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
23,24,{1: {'1': 9.105263157894736}},3.294797687861272,#00B300
23,25,{1: {'1': 9.105263157894736}},3.294797687861272,#00B300
23,26,{1: {'1': 9.105263157894736}},3.294797687861272,#00B300
24,1,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
24,0,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
24,2,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
24,3,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
24,4,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
24,5,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
24,6,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
24,7,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
24,8,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
24,9,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
24,10,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
24,11,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
24,12,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
24,13,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
24,14,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
24,15,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
24,16,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
24,17,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
24,18,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
24,19,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
24,20,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
24,21,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
24,22,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
24,23,{1: {'0': 8.947368421052632}},3.3529411764705883,#00B300
24,25,{1: {'1': 9.105263157894736}},3.294797687861272,#00B300
24,26,{1: {'1': 9.105263157894736}},3.294797687861272,#00B300
25,1,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
25,0,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
25,2,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
25,3,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
25,4,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
25,5,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
25,6,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
25,7,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
25,8,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
25,9,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
25,10,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
25,11,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
25,12,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
25,13,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
25,14,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
25,15,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
25,16,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
25,17,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
25,18,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
25,19,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
25,20,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
25,21,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
25,22,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
25,23,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
25,24,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
25,26,{1: {'1': 9.157894736842104}},3.2758620689655173,#00B300
26,1,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
26,0,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
26,2,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
26,3,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
26,4,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
26,5,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
26,6,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
26,7,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
26,8,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
26,9,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
26,10,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
26,11,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
26,12,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
26,13,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
26,14,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
26,15,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
26,16,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
26,17,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
26,18,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
26,19,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
26,20,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
26,21,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
26,22,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
26,23,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
26,24,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
26,25,{1: {'0': 8.894736842105264}},3.3727810650887573,#00B300
27,12,{2: {'0': 9.0}},3.3333333333333335,#D95700
27,43,{2: {'0': 9.0}},3.3333333333333335,#D95700
27,19,{2: {'0': 9.0}},3.3333333333333335,#D95700
27,37,{2: {'0': 9.0}},3.3333333333333335,#D95700
27,28,{2: {'0': 9.0}},3.3333333333333335,#D95700
27,29,{2: {'0': 9.0}},3.3333333333333335,#D95700
27,30,{2: {'0': 9.0}},3.3333333333333335,#D95700
27,31,{2: {'0': 9.0}},3.3333333333333335,#D95700
27,32,{2: {'0': 9.0}},3.3333333333333335,#D95700
27,33,{2: {'0': 9.0}},3.3333333333333335,#D95700
27,34,{2: {'0': 9.0}},3.3333333333333335,#D95700
27,35,{2: {'0': 9.0}},3.3333333333333335,#D95700
27,36,{2: {'0': 9.0}},3.3333333333333335,#D95700
27,38,{2: {'0': 9.0}},3.3333333333333335,#D95700
27,39,{2: {'0': 9.0}},3.3333333333333335,#D95700
27,40,{2: {'0': 9.0}},3.3333333333333335,#D95700
27,41,{2: {'0': 9.0}},3.3333333333333335,#D95700
27,42,{2: {'0': 9.0}},3.3333333333333335,#D95700
27,44,{2: {'0': 9.0}},3.3333333333333335,#D95700
27,45,{2: {'0': 9.0}},3.3333333333333335,#D95700
27,46,{2: {'0': 9.0}},3.3333333333333335,#D95700
27,47,{2: {'0': 9.0}},3.3333333333333335,#D95700
27,48,{2: {'0': 9.0}},3.3333333333333335,#D95700
27,49,{2: {'0': 9.0}},3.3333333333333335,#D95700
27,50,{2: {'0': 9.0}},3.3333333333333335,#D95700
27,51,{2: {'0': 9.0}},3.3333333333333335,#D95700
27,52,{2: {'0': 9.0}},3.3333333333333335,#D95700
27,53,{2: {'0': 9.0}},3.3333333333333335,#D95700
27,54,{2: {'0': 9.0}},3.3333333333333335,#D95700
27,55,{2: {'0': 9.0}},3.3333333333333335,#D95700
28,12,{2: {'0': 9.0}},3.3333333333333335,#D95700
28,43,{2: {'0': 9.0}},3.3333333333333335,#D95700
28,19,{2: {'0': 9.0}},3.3333333333333335,#D95700
28,37,{2: {'0': 9.0}},3.3333333333333335,#D95700
28,29,{2: {'0': 9.0}},3.3333333333333335,#D95700
28,30,{2: {'0': 9.0}},3.3333333333333335,#D95700
28,31,{2: {'0': 9.0}},3.3333333333333335,#D95700
28,32,{2: {'0': 9.0}},3.3333333333333335,#D95700
28,33,{2: {'0': 9.0}},3.3333333333333335,#D95700
28,34,{2: {'0': 9.0}},3.3333333333333335,#D95700
28,35,{2: {'0': 9.0}},3.3333333333333335,#D95700
28,36,{2: {'0': 9.0}},3.3333333333333335,#D95700
28,38,{2: {'0': 9.0}},3.3333333333333335,#D95700
28,39,{2: {'0': 9.0}},3.3333333333333335,#D95700
28,40,{2: {'0': 9.0}},3.3333333333333335,#D95700
28,41,{2: {'0': 9.0}},3.3333333333333335,#D95700
28,42,{2: {'0': 9.0}},3.3333333333333335,#D95700
28,44,{2: {'0': 9.0}},3.3333333333333335,#D95700
28,45,{2: {'0': 9.0}},3.3333333333333335,#D95700
28,46,{2: {'0': 9.0}},3.3333333333333335,#D95700
28,47,{2: {'0': 9.0}},3.3333333333333335,#D95700
28,48,{2: {'0': 9.0}},3.3333333333333335,#D95700
28,49,{2: {'0': 9.0}},3.3333333333333335,#D95700
28,50,{2: {'0': 9.0}},3.3333333333333335,#D95700
28,51,{2: {'0': 9.0}},3.3333333333333335,#D95700
28,52,{2: {'0': 9.0}},3.3333333333333335,#D95700
28,53,{2: {'0': 9.0}},3.3333333333333335,#D95700
28,54,{2: {'0': 9.0}},3.3333333333333335,#D95700
28,55,{2: {'0': 9.0}},3.3333333333333335,#D95700
28,27,{2: {'1': 9.31578947368421}},3.2203389830508473,#D95700
29,12,{2: {'0': 9.0}},3.3333333333333335,#D95700
29,43,{2: {'0': 9.0}},3.3333333333333335,#D95700
29,19,{2: {'0': 9.0}},3.3333333333333335,#D95700
29,37,{2: {'0': 9.0}},3.3333333333333335,#D95700
29,30,{2: {'0': 9.0}},3.3333333333333335,#D95700
29,31,{2: {'0': 9.0}},3.3333333333333335,#D95700
29,32,{2: {'0': 9.0}},3.3333333333333335,#D95700
29,33,{2: {'0': 9.0}},3.3333333333333335,#D95700
29,34,{2: {'0': 9.0}},3.3333333333333335,#D95700
29,35,{2: {'0': 9.0}},3.3333333333333335,#D95700
29,36,{2: {'0': 9.0}},3.3333333333333335,#D95700
29,38,{2: {'0': 9.0}},3.3333333333333335,#D95700
29,39,{2: {'0': 9.0}},3.3333333333333335,#D95700
29,40,{2: {'0': 9.0}},3.3333333333333335,#D95700
29,41,{2: {'0': 9.0}},3.3333333333333335,#D95700
29,42,{2: {'0': 9.0}},3.3333333333333335,#D95700
29,44,{2: {'0': 9.0}},3.3333333333333335,#D95700
29,45,{2: {'0': 9.0}},3.3333333333333335,#D95700
29,46,{2: {'0': 9.0}},3.3333333333333335,#D95700
29,47,{2: {'0': 9.0}},3.3333333333333335,#D95700
29,48,{2: {'0': 9.0}},3.3333333333333335,#D95700
29,49,{2: {'0': 9.0}},3.3333333333333335,#D95700
29,50,{2: {'0': 9.0}},3.3333333333333335,#D95700
29,51,{2: {'0': 9.0}},3.3333333333333335,#D95700
29,52,{2: {'0': 9.0}},3.3333333333333335,#D95700
29,53,{2: {'0': 9.0}},3.3333333333333335,#D95700
29,54,{2: {'0': 9.0}},3.3333333333333335,#D95700
29,55,{2: {'0': 9.0}},3.3333333333333335,#D95700
29,28,{2: {'1': 9.263157894736842}},3.2386363636363633,#D95700
29,27,{2: {'1': 9.263157894736842}},3.2386363636363633,#D95700
30,12,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
30,43,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
30,19,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
30,37,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
30,31,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
30,32,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
30,33,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
30,34,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
30,35,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
30,36,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
30,38,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
30,39,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
30,40,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
30,41,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
30,42,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
30,44,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
30,45,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
30,46,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
30,47,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
30,48,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
30,49,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
30,50,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
30,51,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
30,52,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
30,53,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
30,54,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
30,55,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
30,28,{2: {'1': 9.263157894736842}},3.2386363636363633,#D95700
30,27,{2: {'1': 9.263157894736842}},3.2386363636363633,#D95700
30,29,{2: {'1': 9.263157894736842}},3.2386363636363633,#D95700
31,12,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
31,43,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
31,19,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
31,37,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
31,32,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
31,33,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
31,34,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
31,35,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
31,36,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
31,38,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
31,39,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
31,40,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
31,41,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
31,42,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
31,44,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
31,45,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
31,46,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
31,47,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
31,48,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
31,49,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
31,50,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
31,51,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
31,52,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
31,53,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
31,54,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
31,55,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
31,28,{2: {'1': 9.210526315789474}},3.257142857142857,#D95700
31,27,{2: {'1': 9.210526315789474}},3.257142857142857,#D95700
31,29,{2: {'1': 9.210526315789474}},3.257142857142857,#D95700
31,30,{2: {'1': 9.210526315789474}},3.257142857142857,#D95700
32,12,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
32,43,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
32,19,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
32,37,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
32,33,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
32,34,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
32,35,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
32,36,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
32,38,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
32,39,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
32,40,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
32,41,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
32,42,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
32,44,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
32,45,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
32,46,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
32,47,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
32,48,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
32,49,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
32,50,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
32,51,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
32,52,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
32,53,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
32,54,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
32,55,{2: {'0': 9.052631578947368}},3.313953488372093,#D95700
32,28,{2: {'1': 9.210526315789474}},3.257142857142857,#D95700
32,27,{2: {'1': 9.210526315789474}},3.257142857142857,#D95700
32,29,{2: {'1': 9.210526315789474}},3.257142857142857,#D95700
32,30,{2: {'1': 9.210526315789474}},3.257142857142857,#D95700
32,31,{2: {'1': 9.210526315789474}},3.257142857142857,#D95700
33,12,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
33,43,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
33,19,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
33,37,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
33,34,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
33,35,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
33,36,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
33,38,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
33,39,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
33,40,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
33,41,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
33,42,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
33,44,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
33,45,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
33,46,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
33,47,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
33,48,"{2: {'0': 9.105263157894736}, 4: {'0': 7.157894736842105}}",1.8446601941747571,#000000
33,49,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
33,50,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
33,51,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
33,52,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
33,53,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
33,54,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
33,55,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
33,28,{2: {'1': 9.210526315789474}},3.257142857142857,#D95700
33,27,{2: {'1': 9.210526315789474}},3.257142857142857,#D95700
33,29,{2: {'1': 9.210526315789474}},3.257142857142857,#D95700
33,30,{2: {'1': 9.210526315789474}},3.257142857142857,#D95700
33,31,{2: {'1': 9.210526315789474}},3.257142857142857,#D95700
33,32,{2: {'1': 9.210526315789474}},3.257142857142857,#D95700
33,66,{4: {'0': 7.157894736842105}},4.1911764705882355,#0095E6
33,60,{4: {'0': 7.157894736842105}},4.1911764705882355,#0095E6
33,59,{4: {'0': 7.157894736842105}},4.1911764705882355,#0095E6
33,58,{4: {'0': 7.157894736842105}},4.1911764705882355,#0095E6
33,61,{4: {'0': 7.157894736842105}},4.1911764705882355,#0095E6
33,62,{4: {'0': 7.157894736842105}},4.1911764705882355,#0095E6
33,63,{4: {'0': 7.157894736842105}},4.1911764705882355,#0095E6
33,64,{4: {'0': 7.157894736842105}},4.1911764705882355,#0095E6
33,65,{4: {'0': 7.157894736842105}},4.1911764705882355,#0095E6
34,12,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
34,43,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
34,19,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
34,37,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
34,35,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
34,36,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
34,38,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
34,39,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
34,40,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
34,41,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
34,42,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
34,44,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
34,45,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
34,46,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
34,47,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
34,48,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
34,49,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
34,50,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
34,51,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
34,52,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
34,53,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
34,54,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
34,55,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
34,28,{2: {'1': 9.157894736842104}},3.2758620689655173,#D95700
34,27,{2: {'1': 9.157894736842104}},3.2758620689655173,#D95700
34,29,{2: {'1': 9.157894736842104}},3.2758620689655173,#D95700
34,30,{2: {'1': 9.157894736842104}},3.2758620689655173,#D95700
34,31,{2: {'1': 9.157894736842104}},3.2758620689655173,#D95700
34,32,{2: {'1': 9.157894736842104}},3.2758620689655173,#D95700
34,33,{2: {'1': 9.157894736842104}},3.2758620689655173,#D95700
35,12,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
35,43,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
35,19,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
35,37,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
35,36,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
35,38,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
35,39,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
35,40,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
35,41,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
35,42,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
35,44,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
35,45,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
35,46,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
35,47,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
35,48,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
35,49,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
35,50,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
35,51,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
35,52,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
35,53,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
35,54,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
35,55,{2: {'0': 9.105263157894736}},3.294797687861272,#D95700
