u,v,veh,avg_wait,edge_color
48,66,{4: {'1': 7.157894736842105}},4.1911764705882355,#0095E6
49,50,{2: {'0': 9.421052631578947}},3.1843575418994416,#D95700
49,51,{2: {'0': 9.421052631578947}},3.1843575418994416,#D95700
49,52,{2: {'0': 9.421052631578947}},3.1843575418994416,#D95700
49,53,{2: {'0': 9.421052631578947}},3.1843575418994416,#D95700
49,54,{2: {'0': 9.421052631578947}},3.1843575418994416,#D95700
49,55,{2: {'0': 9.421052631578947}},3.1843575418994416,#D95700
49,12,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
49,42,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
49,19,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
49,36,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
49,28,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
49,27,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
49,29,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
49,30,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
49,31,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
49,32,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
49,33,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
49,34,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
49,35,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
49,37,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
49,38,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
49,39,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
49,40,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
49,41,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
49,43,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
49,44,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
49,45,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
49,46,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
49,47,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
49,48,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
50,51,{2: {'0': 9.473684210526315}},3.166666666666667,#D95700
50,52,{2: {'0': 9.473684210526315}},3.166666666666667,#D95700
50,53,{2: {'0': 9.473684210526315}},3.166666666666667,#D95700
50,54,{2: {'0': 9.473684210526315}},3.166666666666667,#D95700
50,55,{2: {'0': 9.473684210526315}},3.166666666666667,#D95700
50,12,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
50,42,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
50,19,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
50,36,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
50,28,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
50,27,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
50,29,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
50,30,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
50,31,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
50,32,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
50,33,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
50,34,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
50,35,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
50,37,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
50,38,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
50,39,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
50,40,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
50,41,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
50,43,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
50,44,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
50,45,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
50,46,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
50,47,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
50,48,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
50,49,{2: {'1': 8.894736842105264}},3.3727810650887573,#D95700
51,52,{2: {'0': 9.473684210526315}},3.166666666666667,#D95700
51,53,{2: {'0': 9.473684210526315}},3.166666666666667,#D95700
51,54,{2: {'0': 9.473684210526315}},3.166666666666667,#D95700
51,55,{2: {'0': 9.473684210526315}},3.166666666666667,#D95700
51,12,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
51,42,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
51,19,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
51,36,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
51,28,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
51,27,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
51,29,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
51,30,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
51,31,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
51,32,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
51,33,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
51,34,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
51,35,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
51,37,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
51,38,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
51,39,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
51,40,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
51,41,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
51,43,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
51,44,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
51,45,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
51,46,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
51,47,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
51,48,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
51,49,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
51,50,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
52,53,{2: {'0': 9.526315789473685}},3.1491712707182318,#D95700
52,54,{2: {'0': 9.526315789473685}},3.1491712707182318,#D95700
52,55,{2: {'0': 9.526315789473685}},3.1491712707182318,#D95700
52,12,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
52,42,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
52,19,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
52,36,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
52,28,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
52,27,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
52,29,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
52,30,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
52,31,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
52,32,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
52,33,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
52,34,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
52,35,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
52,37,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
52,38,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
52,39,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
52,40,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
52,41,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
52,43,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
52,44,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
52,45,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
52,46,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
52,47,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
52,48,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
52,49,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
52,50,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
52,51,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
53,54,{2: {'0': 9.526315789473685}},3.1491712707182318,#D95700
53,55,{2: {'0': 9.526315789473685}},3.1491712707182318,#D95700
53,12,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
53,42,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
53,19,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
53,36,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
53,28,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
53,27,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
53,29,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
53,30,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
53,31,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
53,32,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
53,33,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
53,34,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
53,35,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
53,37,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
53,38,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
53,39,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
53,40,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
53,41,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
53,43,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
53,44,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
53,45,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
53,46,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
53,47,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
53,48,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
53,49,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
53,50,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
53,51,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
53,52,{2: {'1': 8.842105263157896}},3.3928571428571423,#D95700
54,55,{2: {'0': 9.578947368421053}},3.131868131868132,#D95700
54,12,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
54,42,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
54,19,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
54,36,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
54,28,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
54,27,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
54,29,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
54,30,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
54,31,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
54,32,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
54,33,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
54,34,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
54,35,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
54,37,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
54,38,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
54,39,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
54,40,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
54,41,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
54,43,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
54,44,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
54,45,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
54,46,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
54,47,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
54,48,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
54,49,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
54,50,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
54,51,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
54,52,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
54,53,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
55,12,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
55,42,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
55,19,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
55,36,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
55,28,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
55,27,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
55,29,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
55,30,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
55,31,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
55,32,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
55,33,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
55,34,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
55,35,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
55,37,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
55,38,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
55,39,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
55,40,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
55,41,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
55,43,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
55,44,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
55,45,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
55,46,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
55,47,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
55,48,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
55,49,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
55,50,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
55,51,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
55,52,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
55,53,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
55,54,{2: {'1': 8.789473684210526}},3.413173652694611,#D95700
56,57,{3: {'0': 5.947368421052632}},5.044247787610619,#FFD900
56,12,{3: {'0': 5.947368421052632}},5.044247787610619,#FFD900
57,12,{3: {'0': 6.0}},5.0,#FFD900
57,56,{3: {'1': 6.0}},5.0,#FFD900
58,48,{4: {'1': 7.157894736842105}},4.1911764705882355,#0095E6
58,61,{4: {'1': 7.157894736842105}},4.1911764705882355,#0095E6
58,59,{4: {'1': 7.157894736842105}},4.1911764705882355,#0095E6
58,60,{4: {'1': 7.157894736842105}},4.1911764705882355,#0095E6
58,62,{4: {'1': 7.157894736842105}},4.1911764705882355,#0095E6
58,63,{4: {'1': 7.157894736842105}},4.1911764705882355,#0095E6
58,64,{4: {'1': 7.157894736842105}},4.1911764705882355,#0095E6
58,65,{4: {'1': 7.157894736842105}},4.1911764705882355,#0095E6
58,66,{4: {'1': 7.157894736842105}},4.1911764705882355,#0095E6
58,33,{4: {'1': 7.157894736842105}},4.1911764705882355,#0095E6
59,58,{4: {'0': 7.2631578947368425}},4.130434782608695,#0095E6
59,48,{4: {'1': 7.157894736842105}},4.1911764705882355,#0095E6
59,61,{4: {'1': 7.157894736842105}},4.1911764705882355,#0095E6
59,60,{4: {'1': 7.157894736842105}},4.1911764705882355,#0095E6
59,62,{4: {'1': 7.157894736842105}},4.1911764705882355,#0095E6
59,63,{4: {'1': 7.157894736842105}},4.1911764705882355,#0095E6
59,64,{4: {'1': 7.157894736842105}},4.1911764705882355,#0095E6
59,65,{4: {'1': 7.157894736842105}},4.1911764705882355,#0095E6
59,66,{4: {'1': 7.157894736842105}},4.1911764705882355,#0095E6
59,33,{4: {'1': 7.157894736842105}},4.1911764705882355,#0095E6
60,59,{4: {'0': 7.2631578947368425}},4.130434782608695,#0095E6
60,58,{4: {'0': 7.2631578947368425}},4.130434782608695,#0095E6
60,48,{4: {'1': 7.157894736842105}},4.1911764705882355,#0095E6
60,61,{4: {'1': 7.157894736842105}},4.1911764705882355,#0095E6
60,62,{4: {'1': 7.157894736842105}},4.1911764705882355,#0095E6
60,63,{4: {'1': 7.157894736842105}},4.1911764705882355,#0095E6
60,64,{4: {'1': 7.157894736842105}},4.1911764705882355,#0095E6
60,65,{4: {'1': 7.157894736842105}},4.1911764705882355,#0095E6
60,66,{4: {'1': 7.157894736842105}},4.1911764705882355,#0095E6
60,33,{4: {'1': 7.157894736842105}},4.1911764705882355,#0095E6
61,48,{4: {'0': 7.2105263157894735}},4.160583941605839,#0095E6
61,60,{4: {'0': 7.2105263157894735}},4.160583941605839,#0095E6
61,59,{4: {'0': 7.2105263157894735}},4.160583941605839,#0095E6
61,58,{4: {'0': 7.2105263157894735}},4.160583941605839,#0095E6
61,62,{4: {'1': 7.2105263157894735}},4.160583941605839,#0095E6
61,63,{4: {'1': 7.2105263157894735}},4.160583941605839,#0095E6
61,64,{4: {'1': 7.2105263157894735}},4.160583941605839,#0095E6
61,65,{4: {'1': 7.2105263157894735}},4.160583941605839,#0095E6
61,66,{4: {'1': 7.2105263157894735}},4.160583941605839,#0095E6
61,33,{4: {'1': 7.2105263157894735}},4.160583941605839,#0095E6
62,48,{4: {'0': 7.2105263157894735}},4.160583941605839,#0095E6
62,60,{4: {'0': 7.2105263157894735}},4.160583941605839,#0095E6
62,59,{4: {'0': 7.2105263157894735}},4.160583941605839,#0095E6
62,58,{4: {'0': 7.2105263157894735}},4.160583941605839,#0095E6
62,61,{4: {'0': 7.2105263157894735}},4.160583941605839,#0095E6
62,63,{4: {'1': 7.2105263157894735}},4.160583941605839,#0095E6
62,64,{4: {'1': 7.2105263157894735}},4.160583941605839,#0095E6
62,65,{4: {'1': 7.2105263157894735}},4.160583941605839,#0095E6
62,66,{4: {'1': 7.2105263157894735}},4.160583941605839,#0095E6
62,33,{4: {'1': 7.2105263157894735}},4.160583941605839,#0095E6
63,48,{4: {'0': 7.2105263157894735}},4.160583941605839,#0095E6
63,60,{4: {'0': 7.2105263157894735}},4.160583941605839,#0095E6
63,59,{4: {'0': 7.2105263157894735}},4.160583941605839,#0095E6
63,58,{4: {'0': 7.2105263157894735}},4.160583941605839,#0095E6
63,61,{4: {'0': 7.2105263157894735}},4.160583941605839,#0095E6
63,62,{4: {'0': 7.2105263157894735}},4.160583941605839,#0095E6
63,64,{4: {'1': 7.2105263157894735}},4.160583941605839,#0095E6
63,65,{4: {'1': 7.2105263157894735}},4.160583941605839,#0095E6
63,66,{4: {'1': 7.2105263157894735}},4.160583941605839,#0095E6
63,33,{4: {'1': 7.2105263157894735}},4.160583941605839,#0095E6
64,48,{4: {'0': 7.2105263157894735}},4.160583941605839,#0095E6
64,60,{4: {'0': 7.2105263157894735}},4.160583941605839,#0095E6
64,59,{4: {'0': 7.2105263157894735}},4.160583941605839,#0095E6
64,58,{4: {'0': 7.2105263157894735}},4.160583941605839,#0095E6
64,61,{4: {'0': 7.2105263157894735}},4.160583941605839,#0095E6
64,62,{4: {'0': 7.2105263157894735}},4.160583941605839,#0095E6
64,63,{4: {'0': 7.2105263157894735}},4.160583941605839,#0095E6
64,65,{4: {'1': 7.2105263157894735}},4.160583941605839,#0095E6
64,66,{4: {'1': 7.2105263157894735}},4.160583941605839,#0095E6
64,33,{4: {'1': 7.2105263157894735}},4.160583941605839,#0095E6
65,48,{4: {'0': 7.157894736842105}},4.1911764705882355,#0095E6
65,60,{4: {'0': 7.157894736842105}},4.1911764705882355,#0095E6
65,59,{4: {'0': 7.157894736842105}},4.1911764705882355,#0095E6
65,58,{4: {'0': 7.157894736842105}},4.1911764705882355,#0095E6
65,61,{4: {'0': 7.157894736842105}},4.1911764705882355,#0095E6
65,62,{4: {'0': 7.157894736842105}},4.1911764705882355,#0095E6
65,63,{4: {'0': 7.157894736842105}},4.1911764705882355,#0095E6
65,64,{4: {'0': 7.157894736842105}},4.1911764705882355,#0095E6
65,66,{4: {'1': 7.2105263157894735}},4.160583941605839,#0095E6
65,33,{4: {'1': 7.2105263157894735}},4.160583941605839,#0095E6
66,48,{4: {'0': 7.157894736842105}},4.1911764705882355,#0095E6
66,60,{4: {'0': 7.157894736842105}},4.1911764705882355,#0095E6
66,59,{4: {'0': 7.157894736842105}},4.1911764705882355,#0095E6
66,58,{4: {'0': 7.157894736842105}},4.1911764705882355,#0095E6
66,61,{4: {'0': 7.157894736842105}},4.1911764705882355,#0095E6
66,62,{4: {'0': 7.157894736842105}},4.1911764705882355,#0095E6
66,63,{4: {'0': 7.157894736842105}},4.1911764705882355,#0095E6
66,64,{4: {'0': 7.157894736842105}},4.1911764705882355,#0095E6
66,65,{4: {'0': 7.157894736842105}},4.1911764705882355,#0095E6
66,33,{4: {'1': 7.2631578947368425}},4.130434782608695,#0095E6
